id,0,1,2,3,4,5,6,7,label
92,0.001616341,0.00092561,0.002501131,0.010852215,0.006426678,0,0.007447488,0.005470189,0
93,0.001462789,0.001399036,0.009210247,0.008518405,0.007885608,0.022238717,0.006992364,0.003076981,0
94,0.002887373,0.003414465,0.005627546,0.003850786,0.008291892,0,0.007447488,0.009914717,0
95,0.000537801,0.000480778,0.003075716,0.005251072,0.002880925,0,0.007447488,0,0
96,0.000479759,0.000127854,0.002974318,0.000700143,0.000129272,0,0.007447488,0.011396227,0
97,0.001442952,2.33E-05,0.000946374,0.000700143,0.001052646,0,0.007447488,0,0
98,0.000858865,0.001187036,0.003903793,0.000933524,0.006131199,0,0.009102485,0,0
99,0.00119095,0.000836154,0.00074358,0.001050214,0.013444315,0,0.006619989,0.004558491,0
100,0.002038427,0.001649024,0.001588556,0.011669048,0.003619623,0.001541297,0.007430938,0.011168302,1
101,0.018147104,0.03126815,0.006151431,0.002100429,0.008051815,0,0.009102485,0.005128302,0
102,0.00171075,0.00201502,0.002940519,0.003033953,0.005060086,0,0.007447488,0.009458868,0
103,0.00295717,0.0024766,0.011271991,0.005834524,0.007073039,0.005614726,0.006967539,0.006609812,0
104,0.000808171,0.000887622,0.004613573,0.002100429,0.016288305,0,0.009102485,0.003076981,0
105,0.001498422,0.001928832,0.00801038,0.004901,0.008495034,0.006935838,0.007273713,0.007179623,0
106,0.003097498,0.002167383,0.001537858,0.006417977,0.003675026,0.008036764,0.00632209,0.010370566,0
107,0.002159285,0.002515406,0.005137459,0.011669048,0.001034178,0,0.007447488,0.011396227,1
108,0.000246492,0.000260609,0.008449768,0.001633667,0.006426678,0.014752417,0.007745387,0.009003019,0
109,0.001798547,0.001439475,0.000895675,0.011552358,0.002899392,0.003412872,0.007422663,0.011396227,1
110,0.001217399,0.002021965,0.002416634,0.0024505,0.003767363,0.012990934,0.007207513,0,0
111,0.003296234,0.00420201,0.001537858,0.004200857,0.00648208,0.016623992,0.006545514,0.004102642,0
112,0.037359523,0,0.001537858,0.011669048,0.002031421,0,0.008274987,0,0
113,0.00199912,0.00148645,0.00985243,0.006768048,0.002566978,0,0.007447488,0.010484529,0
114,0.004087507,0.004293917,0.001537858,0.003150643,0.007091507,0,0.008274987,0,0
115,0.002240837,0.003236369,0.005205057,0.00723481,0.008679709,0.006055096,0.007323363,0.008775095,0
116,0.007443251,0.008879896,0.005205057,0.003617405,0.011505231,0,0.007447488,0.001709434,0
117,0.005629276,0.009323912,0.001335063,0.009802001,0.002160693,0.007596394,0.006032465,0.011396227,1
118,0.000684374,0.001305903,0.001132269,0.011669048,0.004192115,0,0.007447488,0.009914717,0
119,0.001726546,0.001033857,0.001402661,0.011669048,0.000535557,0,0.007447488,0.011396227,1
120,0.001807731,0.003052145,0.000422488,0.011552358,0.004912346,0,0.007447488,0.005926038,1
121,0.00221402,0.001263013,0.003075716,0.004200857,0.002216096,0.005504633,0.007977087,0.011396227,0
122,0.003928077,0.002868739,0.010866402,0.006651358,0.008845916,0,0.007447488,0.005698113,0
123,0.001379768,0.001589387,0.000490087,0.011318977,0.004598399,0,0.007447488,0.011396227,1
124,0.000890824,0.00077284,0.001335063,0.011552358,0.003157937,0.005834911,0.007406113,0.010256604,1
125,0.002503492,0.002487629,0.005914838,0.000583452,0.002363836,0,0.004137493,0.010256604,0
126,0.00516568,0.013786939,0.007807586,0.001750357,0.013204238,0,0.009102485,0.001709434,0
127,0.001710383,0.002219668,0.000202794,0.011552358,0.002807055,0,0.007447488,0.011396227,1
128,0.001002499,0.000773248,0.000422488,0.006651358,0.014478493,0,0.007447488,0.003076981,0
129,0.002065978,0.001494211,0.001605456,0.009451929,0.004099777,0.007486301,0.00622279,0.011396227,0
130,0.008687834,0.01637342,0.001199867,0.000816833,0.002603913,0,0.007447488,0.002393208,0
131,0.000759313,0.000468932,0.014077314,0.006768048,0.010914272,0,0.007447488,0,0
132,0.001008009,0.000717695,0.008449768,0.004550929,0.008790514,0,0.007447488,0.005698113,0
133,0.003648156,0.003881763,0.00909195,0.00723481,0.003841233,0.006055096,0.007323363,0.010484529,0
134,0.00114797,0.001049788,0.00985243,0.003850786,0.005743382,0,0.007447488,0.006609812,0
135,0.002101611,0.003500654,0.001402661,0.011669048,0.002253031,0.001541297,0.006636539,0.011396227,1
136,0.001876425,0.001434165,0.00985243,0.006768048,0.010895805,0,0.007447488,0.005698113,0
137,0.001830139,0.001876546,0.013823821,0.006417977,0.011597568,0.019926772,0.006992364,0.004102642,0
138,0.000887151,0.00063069,0.001233666,0.011669048,0.003121002,0.001100927,0.007455763,0.011396227,1
139,0.000274043,0.000373757,0.002602529,0.000933524,0.001791344,0,0.008274987,0.00353283,0
140,0.001689811,0.002010936,0.010748105,0.005251072,0.005743382,0.025761683,0.00609039,0.005128302,0
141,0.00049776,0.000740979,0.012843647,0.0073515,0.013610522,0,0.007447488,0.003190944,0
142,0.001739771,0.006598957,0.001402661,0.000466762,0.017525625,0.010568895,0.004352643,0.000455849,0
143,0.001741975,0.002846681,0.002822223,0.003850786,0.004820009,0.009908339,0.00620624,0.007635472,0
144,0.007265821,0.016006198,0.008889156,0.004901,0.012668681,0,0.007447488,0.004216604,0
145,0.003481379,0.004315567,0.011694479,0.004434238,0.002566978,0,0.007447488,0.011396227,0
146,0.004688859,0.008133608,0.006151431,0.008518405,0.008199555,0.010238617,0.008647361,0.004102642,0
147,0.001065316,0.001995413,0.015767267,0.010152072,0.002991729,0,0.007447488,0.001481509,0
148,0.001138786,0.001830389,0.000405589,0.011552358,0.00517089,0,0.007447488,0.009003019,1
149,0.001419441,0.001765849,0.009649635,0.0024505,0.010544923,0.009357876,0.007091663,0.003304906,0
150,0.001912426,0.002043614,0.006337326,0.008051643,0.010877337,0.005504633,0.007348188,0.001481509,0
151,0.00403718,0.004203235,0.015209582,0.004667619,0.002308433,0.005504633,0.006975814,0.011396227,0
152,0.001514585,0.000938273,0.007807586,0.011669048,0.003342611,0,0.007447488,0.004330566,0
153,0.001148704,0.000769572,0.013823821,0.004200857,0.008273425,0,0.007447488,0.007293585,0
154,0.002085448,0.001062042,0.002602529,0.009918691,0.004469127,0.004844077,0.006429665,0.011396227,0
155,0.001365074,0.000979121,0.001774451,0.0073515,0.002437705,0.015192787,0.007182688,0.011396227,1
156,0.002406144,0.002263783,0.00657392,0.002567191,0.010600325,0.007156023,0.007265438,0.00250717,0
157,0.000787966,0.000510189,0.00691191,0.005834524,0.008070283,0.002311946,0.007406113,0.006267925,0
158,0.001944385,0.00108124,0.002332136,0.011669048,0.000757166,0,0.007447488,0.011396227,1
159,0.000429065,0.000307992,0.016899536,0.0073515,0.012114658,0,0.007447488,0.00604,0
160,0.001448829,2.08E-05,0.000946374,0.000700143,0.001126515,0,0.007447488,0,0
161,0.001605688,0.001207869,0.004833267,0.000583452,0.00932607,0,0.007447488,0.001139623,0
162,0.002457941,0.003503922,0.012285963,0.007468191,0.005300163,0.01034871,0.006694464,0.011396227,0
163,0.000901478,0.00063069,0.014297008,0.00723481,0.005521772,0,0.007447488,0.007863397,0
164,0.003813831,0.003317656,0.004613573,0.007468191,0.007017637,0.010238617,0.006992364,0.007293585,0
165,0.00173573,0.001977032,0.000101397,0.011318977,0.003324144,0,0.007447488,0.011396227,1
166,0.002023733,0.001665772,0.007689289,0.005251072,0.007442389,0,0.007447488,0.008319246,0
167,0.001262216,0.002559521,0.001267465,0.000933524,0.002991729,0.002201853,0.006619989,0.004558491,0
168,0.004882453,0.008973846,0.007689289,0.00956862,0.007756336,0,0.007447488,0.005128302,0
169,0.001788996,0.002104886,0.001689954,0.011669048,0.000627894,0,0.007447488,0.011396227,1
170,0.001894425,0.002407567,0.006438723,0.003384024,0.008365762,0,0.007447488,0.007065661,0
171,0.000643965,0.000606998,0.000997073,0.008285024,0.002234563,0.005174355,0.007207513,0,0
172,0.000844906,0.000443198,0.001537858,0.004200857,0.004912346,0,0.007447488,0.009344906,0
173,0.000682537,0.000628239,0.005627546,0.007818262,0.014441558,0,0.007447488,0.002849057,0
174,0.001380135,0.000786728,0.001250566,0.011202286,0.004173647,0,0.007447488,0.011168302,1
175,0.00146536,1.55E-05,0.00074358,0.000233381,0.003084067,0,0.007447488,0,0
176,0.000467637,0.000270412,0.015361678,0.008518405,0.012336267,0,0.007447488,0.003076981,0
177,0.001559402,0.001022011,0.00074358,0.011669048,0.003379546,0,0.007447488,0.011396227,1
178,0.00176622,0.001533425,0.006506321,0.006301286,0.00430292,0,0.007447488,0.010484529,0
179,0.002037692,0.001814458,0.000304192,0.010618834,0.003767363,0,0.007447488,0.010826415,1
180,0.002050917,0.0015322,0.008449768,0.003850786,0.011763776,0,0.007447488,0.003760755,0
181,0.000974948,0.001372894,0.013232337,0.005017691,0.013222705,0,0.007447488,0.004216604,0
182,0.001144663,0.001490127,0.005526148,0.011435667,0.003988973,0.004403706,0.007381288,0.008319246,0
183,0.001196827,0.00125852,0.002822223,0.001983738,0.000258545,0.012660656,0.004410568,0,0
184,0.000869518,0.000522851,0.003379907,0.011669048,0.000498622,0.005724818,0.007555063,0.011396227,0
185,0.000959152,0.000859437,0.000659082,0.011669048,0.001200385,0,0.007447488,0.011396227,1
186,0.001175521,0.001298959,0.007249901,0.004200857,0.007331584,0.005834911,0.007331638,0.004900378,0
187,0.003846157,0.003878904,0.002940519,0.001516976,0.003656558,0,0.007447488,0.001481509,0
188,0.001498422,0.002706573,0.013316834,0.007818262,0.002253031,0,0.007447488,0.000341887,0
189,0.001573361,0.001294466,0.000946374,0.011202286,0.005337098,0.001100927,0.007455763,0.008433208,1
190,0.000388657,0.0002843,0.010680507,0.006768048,0.012890291,0,0.007447488,0.004216604,0
191,0.001820221,0.001501972,0.007689289,0.006417977,0.007608596,0,0.007447488,0.00102566,0
192,0.001865037,0.001505649,0.002602529,0.00723481,0.005780317,0.004844077,0.007257163,0.009686793,0
193,0.002038059,0.00569663,0.001250566,0.001750357,0.005078553,0,0.009102485,0.001253585,0
194,0.001172582,0.000711977,0.00985243,0.00968531,0.007959478,0,0.007447488,0.003760755,0
195,0.001258909,0.001367992,0.001875849,0.011318977,0.003453416,0,0.007447488,0.011396227,1
196,0.010157235,0.013324134,0.002822223,0.002917262,0.010507988,0,0.009102485,0.000911698,0
197,0.00190765,0.001645757,0.00145336,0.010502144,0.003545753,0,0.007447488,0.011168302,1
198,0.010949977,0.01802898,0.002602529,0.003617405,0.009676952,0,0.007447488,0.004330566,0
199,0.00035082,0.000283075,0.010748105,0.001050214,0.009196798,0,0.007447488,0.00102566,0
200,0.000841967,0.002565648,0.001301264,0.003617405,0.003730428,0,0.009102485,0.002621132,0
201,0.001486299,0.00253297,0.016899536,0.006301286,0.005928056,0,0.007447488,0.00353283,0
202,0.001417237,0.000808786,0.005627546,0.002917262,0.001514332,0.031816779,0.008134312,0,0
203,0.002697453,0.003014157,0.010866402,0.0024505,0.005207825,0,0.007447488,0.004102642,0
204,0.001405482,0.001625741,0.000236594,0.010502144,0.002382303,0,0.007447488,0.011396227,1
205,0.002416063,0.001951298,0.002602529,0.011202286,0.003582688,0,0.007447488,0.011396227,1
206,0.001574463,2.21E-05,0.000473187,0.000350071,0.002382303,0,0.007447488,0,0
207,0.00091507,0.000734443,0.012285963,0.003150643,0.012964161,0,0.007447488,0,0
208,0.00177871,0.001758088,0.005205057,0.002683881,0.003434949,0,0.007447488,0.00353283,0
209,0.000590699,0.000478327,0.002602529,0.008985167,0.009935497,0.011449637,0.006553789,0,0
210,0.000814416,0.001083283,0.00985243,0.007818262,0.012059255,0.017284548,0.00620624,0.005698113,0
211,0.004234447,0.010593869,0.002247638,0.000350071,0.009381473,0,0.004137493,0.001481509,0
212,0.002445818,0.002154311,0.004224884,0.002917262,0.005189358,0.004293614,0.007306813,0.002849057,0
213,0.00199361,0.001924747,0.003075716,0.006417977,0.006869897,0.011119359,0.006396565,0.007293585,0
214,0.004959229,0.007377107,0.008449768,0.008751786,0.004653801,0.006385374,0.007306813,0.010484529,1
215,0.001790098,0.003837239,0.007689289,0.001050214,0.005300163,0,0.007447488,0,0
216,0.000945927,0.000515499,0.00147026,0.011669048,0.004099777,0,0.007447488,0.00752151,1
217,0.000691353,0.002246627,0.00037179,0.000350071,0.003878168,0,0.007447488,0.000227925,0
218,0.001140623,0.001566512,0.013688624,0.005601143,0.003250274,0,0.007447488,0.011396227,0
219,0.001188745,0.001027321,0.003616501,0.004200857,0.005743382,0,0.007447488,0.009800755,0
220,0.003702523,0.00660876,0.013283035,0.005017691,0.007904075,0.006385374,0.007273713,0.009800755,0
221,0.001499156,0.00214124,0.011626881,0.011669048,0.00131119,0.002752317,0.007397838,0.010712453,0
222,0.003035783,0.002817679,0.000760479,0.011085596,0.003194872,0,0.007447488,0.011396227,1
223,0.001414666,0.001273633,0.00109847,0.011435667,0.003804298,0.001431205,0.007430938,0.009344906,1
224,0.001824629,0.001846319,0.005627546,0.004901,0.008845916,0,0.007447488,0.003760755,0
225,0.000897069,0.00084514,0.00985243,0.006768048,0.011523699,0,0.007447488,0.007635472,0
226,0.000805599,0.000630281,0.014651898,0.004667619,0.010304846,0,0.007447488,0.005356227,0
227,0.002768352,0.002393679,0.004613573,0.00956862,0.003157937,0,0.007447488,0.011396227,1
228,0.001487401,0.001110242,0.000321091,0.010852215,0.004506062,0,0.007447488,0.010940378,1
229,0.000434208,0.000315753,0.016899536,0.001050214,0.002216096,0,0.007447488,0,0
230,0.002419736,0.002906319,0.001301264,0.010152072,0.004265985,0,0.007447488,0.01105434,1
231,0.001867976,0.00199092,0.012995743,0.005367762,0.012354735,0.02895437,0.00630554,0.004330566,0
232,0.002839985,0.002014203,0.002602529,0.004434238,0.001809812,0.009688154,0.007066838,0.011396227,1
233,0.001128867,0.000981163,0.001132269,0.003850786,0.004395257,0.002862409,0.007389563,0.010598491,0
234,0.002727576,0.001923113,0.001318164,0.011435667,0.002880925,0,0.007447488,0.011396227,1
235,0.001084418,0.001389233,0.001537858,0.011669048,0.000997243,0,0.007447488,0.011396227,1
236,0.006275445,0.019575068,0.004224884,0.002917262,0.007386986,0.006385374,0.00896181,0.006609812,0
237,0.002612963,0.002903459,0.007892083,0.007001429,0.008384229,0,0.007447488,0.006837736,0
238,0.001885609,0.001375753,0.010325617,0.009101858,0.005004683,0.002642224,0.007397838,0.010142642,0
239,0.000581515,0.001114736,0.012674652,0.004901,0.007017637,0.006385374,0.007306813,0.00854717,0
240,0.001152745,0.000517541,0.001301264,0.004434238,0.005798784,0.010568895,0.00630554,0.010484529,0
241,0.001448095,0.001367175,0.008449768,0.004901,0.008439632,0,0.007447488,0.009458868,0
242,0.003402031,0.005549169,0.00327851,0.009101858,0.005429435,0,0.007447488,0.006381887,1
243,0.002392552,0.002532153,0.008449768,0.009451929,0.007627063,0.011009266,0.006826864,0.00501434,0
244,0.001331645,0.0007324,0.002822223,0.000933524,9.23E-05,0,0.007447488,0,0
245,0.006265159,0.008363172,0.004613573,0.005251072,0.010397183,0,0.007447488,0.004102642,0
246,0.00150834,0.00115109,0.007401997,0.006534667,0.008181087,0,0.007447488,0.00501434,0
247,0.005249803,0.004228561,0.006151431,0.006417977,0.010009366,0.013321212,0.006992364,0.004102642,0
248,0.00317611,0.00438991,0.007807586,0.008051643,0.011782243,0.006935838,0.007190963,0.006153962,0
249,0.002387777,0.003407929,0.005205057,0.006301286,0.009658485,0.021798347,0.00630554,0.006153962,0
250,0.001916466,0.001359414,0.014077314,0.002917262,0.003970505,0,0.007447488,0.010484529,0
251,0.040298325,0.004826981,0.001402661,0.011669048,0.002068356,0,0.008274987,0,0
252,0.003421133,0.004080284,0.006759814,0.001516976,0.011302089,0.018275382,0.004799492,0.000797736,0
253,0.000787232,0.000519584,0.0036503,0.011669048,0.001865214,0,0.007447488,0.011396227,0
254,0.001547279,0.001555483,0.003903793,0.008051643,0.002400771,0.021468069,0.006876514,0.011396227,1
255,0.002992803,0.003817632,0.005627546,0.010152072,0.00648208,0.015412973,0.004633992,0.002279245,0
256,0.003947546,0.004108877,0.005205057,0.00723481,0.010120171,0.005724818,0.007066838,0.006153962,0
257,0.001456544,0.001095537,0.000337991,0.011669048,0.00400744,0.001541297,0.007464038,0.011396227,1
258,0.000863273,0.001487267,0.007047107,0.002917262,0.017747235,0,0.007447488,0,0
259,0.001838955,0.003792307,0.002822223,0.004550929,0.008458099,0.016844177,0.006346915,0.008889057,0
260,0.001098745,0.001017518,0.000608383,0.010152072,0.004173647,0.002091761,0.007480588,0.011396227,0
261,0.003474766,0.0046207,0.005374052,0.005834524,0.007276181,0.006715652,0.007257163,0.005698113,0
262,0.003416358,0.0046448,0.004968464,0.000700143,0.001329658,0,0.007447488,0,0
263,0.001960181,0.002309941,0.004613573,0.005251072,0.007276181,0.00869732,0.007149588,0.007749434,0
264,0.000751231,0.002311167,0.006151431,0.001050214,0.000203142,0,0.008274987,0.011396227,0
265,0.001600545,0.001584893,0.00180825,0.011669048,0.001440462,0,0.007447488,0.011396227,1
266,0.001914997,0.002504785,0.006337326,0.005834524,0.010267911,0.005504633,0.007141313,0.004330566,0
267,0.001636545,0.001483999,0.001030872,0.011669048,0.002419238,0,0.007447488,0.011396227,1
268,0.00210455,0.001602866,0.005627546,0.003850786,0.006722158,0,0.007447488,0.007635472,0
269,0.002212183,0.003172238,0.002822223,0.00968531,0.00517089,0,0.007447488,0.003760755,1
270,0.002933659,0.002592199,0.000490087,0.011318977,0.004413724,0.001321112,0.007455763,0.010142642,1
271,0.001577769,0.001842643,0.012454958,0.003734095,0.007497791,0,0.007447488,0.004216604,0
272,0.00100654,0.000705032,0.002027944,0.007934953,0.006315873,0.00825695,0.007182688,0.006837736,0
273,0.001094704,0.000679707,0.001132269,0.007818262,0.006334341,0.007706486,0.007224063,0.006837736,0
274,0.000727721,0.00052326,0.007401997,0.008051643,0.004284452,0.007926672,0.007141313,0.00501434,0
275,0.000110205,0,0.001301264,0.000933524,0.00138506,0,0.007447488,0.011396227,0
276,0.002899496,0.002506419,0.007892083,0.005484453,0.006297406,0.005724818,0.007339913,0.008319246,0
277,0.000824701,0.000957063,0.009210247,0.006417977,0.009824692,0.00330278,0.007373013,0.003076981,0
278,0.001487769,0.001153133,0.005627546,0.002917262,0.004358322,0,0.007447488,0.000455849,0
279,0.001623688,0.00136309,0.01238736,0.009335239,0.004358322,0.009137691,0.007116488,0.010598491,0
280,0.000641394,0.001665364,0.010393215,0.006301286,0.00655595,0,0.007447488,0.003190944,0
281,0.004562123,0.005136607,0.008449768,0.001516976,0.00662982,0.018825845,0.006934439,0.002849057,0
282,0.035360036,0.011442685,0.001199867,0.005017691,0.002105291,0,0.008274987,0,0
283,0.001394829,9.80E-05,0.000185895,0.00011669,0.009935497,0,0.007447488,0.000341887,0
